level,word,pinyin,english
2,打开,dǎkāi,to open; to show (a ticket); to turn on; to switch on
2,但,dàn,but; yet; however; still; merely; only; just
2,但是,dànshì,but; however
2,得,de,"structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc"
2,地,de,"-ly; structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct"
2,等,děng,class; rank; grade; equal to; same as; to wait for; to await; et cetera; and so on; et al. (and other authors); after; as soon as; once
2,地铁,dìtiě,underground railway; subway; subway train
2,点,diǎn,point; dot; drop; speck; o'clock; point (in space or time); to draw a dot; to check on a list; to choose; to order (food in a restaurant); to touch briefly; to hint; to light; to ignite; to pour a liquid drop by drop; (old) one fifth of a two-hour watch 更; dot stroke in Chinese characters; classifier for items
2,懂,dǒng,to understand; to comprehend
2,饭馆,fànguǎn,restaurant
2,飞,fēi,to fly
2,高,gāo,tall; high; expensive; noble; to raise
2,高中,gāozhōng,senior high school; abbr. for 高级中学
2,告诉,gàosu,to tell; to inform; to let know
2,个子,gèzi,height; stature; build; size
2,跟,gēn,heel; to follow closely; to go with; (of a woman) to marry sb; with; compared with; to; towards; and (joining two nouns)
2,过,guò,to cross; to go over; to pass (time); to celebrate (a holiday); to live; to get along; excessively; too-
2,过来,guòlái,to come over; to manage; to handle; to be able to take care of
2,过年,guònián,to celebrate the Chinese New Year
2,过去,guòqù,(in the) past; former; previous; to go over; to pass by
2,过,guo,(experienced action marker)
2,还是,háishi,still (as before); had better; unexpectedly; or
2,黑色,hēisè,black
2,红茶,hóngchá,black tea
2,红色,hóngsè,red (color); revolutionary
2,后面,hòumiàn,the back; the rear; the last bit; behind; near the end; at the back; later; afterwards
2,花,huā,"surname Hua; flower; blossom; fancy pattern; florid; to spend (money, time); (coll.) lecherous; lustful; old variant of 花; variant of 花; also pr. [wěi]"
2,花,huā,flower; blossom; fancy pattern; florid; to spend (money, time); (coll.) lecherous; lustful; old variant of 花; variant of 花; also pr. [wěi]
2,画,huà,to draw; to paint; picture; painting; to draw (a line) (variant of 划); stroke of a Chinese character (variant of 划); (calligraphy) horizontal stroke (variant of 划)
2,回来,huílái,to return; to come back
2,回去,huíqù,to return; to go back
2,机场,jīchǎng,airport; airfield; (slang) service provider for Shadowsocks or similar software for circumventing Internet censorship
2,机票,jīpiào,flight ticket
2,记得,jìde,to remember
2,教室,jiàoshì,classroom
2,介绍,jièshào,to introduce (sb to sb); to give a presentation; to present (sb for a job etc); introduction
2,进,jìn,to go forward; to advance; to go in; to enter; to put in; to submit; to take in; to admit; (math.) base of a number system; classifier for sections in a building or residential compound
2,近,jìn,near; close to; approximately
2,进来,jìnlái,to come in
2,进去,jìnqù,to go in
2,经常,jīngcháng,frequently; constantly; regularly; often; day-to-day; everyday; daily
2,酒店,jiǔdiàn,wine shop; pub (public house); hotel; restaurant; (Tw) hostess club
2,就,jiù,(after a suppositional clause) in that case; then; (after a clause of action) as soon as; immediately after; (same as 是) merely; nothing else but; simply; just; precisely; exactly; only; as little as; as much as; as many as; to approach; to move towards; to undertake; to engage in; (often followed by 着) taking advantage of; (of food) to go with; with regard to; concerning; (pattern: 就 ... 也 ...) even if ... still ...; (pattern: 不 ... 就 ...) if not ... then must be ...
2,咖啡,kāfēi,coffee (loanword)
2,开学,kāixué,foundation of a University or College; school opening; the start of a new term
2,考,kǎo,to beat; to hit; variant of 考; to inspect; to test; to take an exam; to check; to verify; to examine; to take an entrance exam for; deceased father
2,考试,kǎoshì, exam; test
2,可能,kěnéng,might (happen); possible; probable; possibility; probability; maybe; perhaps
2,裤子,kùzi,"variant of 裤子, trousers; pants; trousers"
2,快,kuài,rapid; quick; speed; rate; soon; almost; to make haste; clever; sharp (of knives or wits); forthright; plainspoken; gratified; pleased; pleasant
2,快乐,kuàilè,happy; joyful
2,篮球,lánqiú,basketball
2,累,lèi,tired; weary; to strain; to wear out; to work hard
2,离,lí,"surname Li; to leave; to part from; to be away from; (in giving distances) from; without (sth); independent of; one of the Eight Trigrams 卦, symbolizing fire; ☲"
2,里面,lǐmiàn,inside; interior; also pr. [lǐ mian]
2,楼,lóu,surname Lou; house with more than 1 story; storied building; floor
2,路,lù,surname Lu; road; journey; route; line (bus etc); sort; kind
2,路上,lùshang,on the road; on a journey; road surface
2,旅游,lǚyóu,trip; journey; tourism; travel; tour; to travel
2,绿茶,lǜchá,green tea; (slang) (of a girl) seemingly innocent and charming but actually calculating and manipulative; a girl who has these qualities
2,绿色,lǜsè,green
2,慢,màn,slow
2,每,měi,each; every
2,门口,ménkǒu,doorway; gate
2,门票,ménpiào,"ticket (for theater, cinema etc)"
2,面,miàn,"face; side; surface; aspect; top; classifier for objects with flat surfaces such as drums, mirrors, flags etc; variant of 面; flour; noodles; (of food) soft (not crunchy); (slang) (of a person) ineffectual; spineless"
2,名,míng, name; renowned; famous; celebrated; title; (used in the same way as 把: to mark the following noun as a direct object)
2,拿,ná,old variant of 拿; variant of 拿; to hold; to seize; to catch; to apprehend; to take; (used in the same way as 把: to mark the following noun as a direct object)
2,奶茶,nǎichá,milk tea
2,奶奶,nǎinai,(informal) grandma (paternal grandmother); (respectful) mistress of the house; (coll.) boobies; breasts
2,男孩儿,nánháir,erhua variant of 男孩; boy
2,鸟,niǎo,"bird; ""bird"" radical in Chinese characters (Kangxi radical 196); (dialect) to pay attention to; (intensifier) damned; goddamn"
2,女孩儿,nǚháir,erhua variant of 女孩; girl
2,旁边,pángbiān,side; adjacent place
2,跑,pǎo,to run; to run away; to escape; to run around (on errands etc); (of a gas or liquid) to leak or evaporate; (verb complement) away; off
2,跑步,pǎobù,to run; to jog; (military) to march at the double
2,票,piào,"ticket; ballot; banknote; person held for ransom; amateur performance of Chinese opera; classifier for groups, batches, business transactions"
2,妻子,qīzi,wife
2,前面,qiánmiàn,ahead; in front; preceding; above; also pr. [qián mian]
2,晴,qíng,clear; fine (weather)
2,球,qiú,ball; sphere; planet; ring; (of the moon) halo; (of a cannon or gun) cannonball; (of a person) plump; ball (of the foot); ball (a dance or formal occasion); classifier for ball games, ring-shaped objects, and some other objects
2,让,ràng,"to yield; to permit; to let sb do sth; to have sb do sth; to make sb (feel sad etc); by (indicates the agent in a passive clause, like 被)"
2,肉,ròu,meat; flesh; pulp (of a fruit); (coll.) (of a fruit) squashy; (of a person) flabby; irresolute; Kangxi radical 130
2,商场,shāngchǎng,shopping mall; shopping center; department store; emporium; the business world
2,上来,shànglái,to come up; to approach; (verb complement indicating success)
2,上去,shàngqù,to go up
2,上网,shàngwǎng,"to go online; to connect to the Internet; (of a document etc) to be uploaded to the Internet; (tennis, volleyball etc) to move in close to the net"
2,身体,shēntǐ,the body; one's health; in person
2,生日,shēngrì,birthday
2,时,shí,old variant of 时; surname Shi; o'clock; time; when; hour; season; period
2,事情,shìqing,affair; matter; thing; business
2,手,shǒu,hand; (formal) to hold; person engaged in certain types of work; person skilled in certain types of work; personal(ly); convenient; classifier for skill
2,手表,shǒubiǎo,wristwatch
2,书包,shūbāo,schoolbag; satchel; bookbag
2,舒服,shūfu,comfortable; feeling well
2,送,sòng,to send; to deliver; to transmit; to give (as a present); to see (sb) off; to accompany; to go along with
2,虽然,suīrán, although; even though
2,所以,suǒyǐ,therefore; as a result; so; the reason why
2,踢,tī,to kick; to play (e.g. soccer); (slang) butch (in a lesbian relationship)
2,题,tí,surname Ti; topic; problem for discussion; exam question; subject; to inscribe; to mention
2,条,tiáo,"strip; item; article; clause (of law or treaty); classifier for long thin things (ribbon, river, road, trousers etc)"
2,跳舞,tiàowǔ, to dance
2,完,wán,to finish; to be over; whole; complete; entire
2,万,wàn,surname Wan; ten thousand; a great number
2,往,wǎng,to go (in a direction); to; towards; (of a train) bound for; past; previous; old variant of 往
2,网上,wǎngshang,online
2,忘,wàng,to forget; to overlook; to neglect
2,位,wèi,position; location; place; seat; classifier for people (honorific); classifier for binary bits (e.g. 十六位 16-bit or 2 bytes); (physics) potential
2,为什么,wèi shénme,why?; for what reason?
2,希望,xīwàng,to hope; a hope; a wish
2,洗,xǐ,to wash; to bathe; to develop (photographs); to shuffle (cards etc); to erase (a recording)
2,洗手间,xǐshǒujiān,toilet; lavatory; washroom
2,下面,xiàmiàn,below; under; next; the following; also pr. [xià mian]; to boil noodles
2,下去,xiàqù,to go down; to descend; to go on; to continue; (of a servant) to withdraw
2,小孩儿,xiǎoháir,child
2,小时候,xiǎoshíhou,in one's childhood
2,笑,xiào,old variant of 笑; to laugh; to smile; to laugh at
2,姓,xìng,family name; surname; to be surnamed
2,姓名,xìngmíng,surname and given name; full name
2,眼睛,yǎnjing,eye
2,药,yào,"leaf of the iris; variant of 药; medicine; drug; substance used for a specific purpose (e.g. poisoning, explosion, fermenting); to poison"
2,药店,yàodiàn,pharmacy
2,爷爷,yéye,(coll.) father's father; paternal grandfather
2,一会儿,yíhuìr,a moment; a while; in a moment; now...now...; also pr. [yī huǐ r]
2,已经,yǐjīng,already
2,一起,yìqǐ,in the same place; together; with; altogether (in total)
2,意思,yìsi,"idea; opinion; meaning; wish; desire; interest; fun; token of appreciation, affection etc; to give as a small token; to do sth as a gesture of goodwill etc"
2,阴,yīn,surname Yin; overcast (weather); cloudy; shady; Yin (the negative principle of Yin and Yang); negative (electric.); feminine; moon; implicit; hidden; genitalia; variant of 阴
2,因为,yīnwèi,because; owing to; on account of
2,游,yóu,surname You; to swim; variant of 游; to walk; to tour; to roam; to travel
2,游泳,yóuyǒng,to swim
2,有意思,yǒu yìsi,interesting; meaningful; enjoyable; fun
2,右,yòu,(bound form) right; right-hand side; (bound form) (politics) right of center; (bound form) (old) west; (literary) the right side as the side of precedence
2,右边,yòubian,"right side; right, to the right"
2,鱼,yú,surname Yu; fish
2,远,yuǎn,distant; far
2,运动,yùndòng,to move; to exercise; sports; exercise; motion; movement; campaign
2,这么,zhème,so much; this much; how much?; this way; like this
2,这样,zhèyàng,this kind of; so; this way; like this; such
2,着,zhe,aspect particle indicating action in progress or ongoing state
2,正,zhèng,straight; upright; proper; main; principal; to correct; to rectify; exactly; just (at that time); right (in that place); (math.) positive
2,周,zhōu,surname Zhou; Zhou Dynasty (1046-256 BC); to make a circuit; to circle; circle; circumference; lap; cycle; complete; all; all over; thorough; to help financially; week; weekly; variant of 周
2,准备,zhǔnbèi,preparation; to prepare; to intend; to be about to; reserve (fund)
2,自己,zìjǐ,oneself; one's own
2,走,zǒu,"to walk; to go; to run; to move (of vehicle); to visit; to leave; to go away; to die (euph.); from; through; away (in compound verbs, such as 走); to change (shape, form, meaning)"
2,走路,zǒulù,to walk; to go on foot
2,足球,zúqiú,soccer ball; a football; soccer; football
2,左,zuǒ,surname Zuo; left; the Left (politics); east; unorthodox; queer; wrong; differing; opposite; variant of 佐
2,左边,zuǒbian,left; the left side; to the left of
