level,word,pinyin,english
5,背,bèi,the back of a body or object; to turn one's back; to hide something from; to learn by heart; to recite from memory; unlucky (slang); hard of hearing
5,背后,bèihòu,behind; at the back; in the rear; behind sb's back
5,背景,bèijǐng,background; backdrop
5,被子,bèizi,quilt
5,本地,běndì,local; this locality
5,本领,běnlǐng,skill; ability; capability
5,本人,běnrén,I; me; myself; oneself; yourself; himself; herself; the person concerned
5,本质,běnzhì,essence; nature; true feature
5,彼此,bǐcǐ,each other; one another
5,比喻,bǐyù,to compare; to liken to; metaphor; analogy; figure of speech; figuratively
5,必,bì,certainly; must; will; necessarily
5,毕竟,bìjìng,after all; all in all; when all is said and done; in the final analysis
5,避免,bìmiǎn,to avert; to prevent; to avoid; to refrain from
5,闭幕式,bìmùshì,closing ceremony
5,必然,bìrán,inevitable; certain; necessity
5,必需,bìxū,to need; to require; essential; indispensable
5,必要,bìyào,necessary; essential; indispensable; required
5,便,biàn,plain; informal; suitable; convenient; opportune; to urinate or defecate; equivalent to 就: then; in that case; even if; soon afterwards
5,变动,biàndòng,to change; to fluctuate; change; fluctuation
5,便利店,biànlìdiàn,convenience store
5,标题,biāotí,title; heading; headline; caption; subject
5,标志,biāozhì,mark; sign; symbol; logo
5,表达,biǎodá,to express; to convey
5,表面,biǎomiàn,surface; face; outside; appearance
5,表明,biǎomíng,to make clear; to make known; to state clearly; to indicate; known
5,表情,biǎoqíng,(facial) expression; to express one's feelings
5,饼,bǐng,round flat cake; cookie; cake; pastry
5,病房,bìngfáng,ward (of a hospital); sickroom
5,病情,bìngqíng,state of an illness; patient's condition
5,拨打,bōdǎ,to call; to dial
5,玻璃,bōli,glass; (slang) male homosexual
5,博物馆,bówùguǎn,museum
5,不利,búlì,unfavorable; disadvantageous; harmful; detrimental
5,不幸,búxìng,misfortune; adversity; unfortunate; sad; unfortunately
5,不要紧,búyàojǐn,"unimportant; not serious; it doesn't matter; never mind; it looks all right, but"
5,补充,bǔchōng,to replenish; to supplement; to complement; additional; supplementary
5,不得了,bùdéliǎo,desperately serious; disastrous; extremely; exceedingly
5,不符,bùfú,not accord with; not match; not conform to
5,不良,bùliáng,bad; harmful; unhealthy
5,步行,bùxíng,to go on foot; to walk
5,不足,bùzú,insufficient; lacking; deficiency; not enough; inadequate; not worth; cannot; should not
5,才,cái,ability; talent; sb of a certain type; a capable individual; then and only then; just now; (before an expression of quantity) only; (variant of 才) just now; (variant of 才) (before an expression of quantity) only
5,裁判,cáipàn,to referee; to judge; referee; judge; umpire
5,采访,cǎifǎng,to interview; to gather news; to hunt for and collect; to cover
5,采用,cǎiyòng,to adopt; to employ; to use
5,参考,cānkǎo,consultation; reference; to consult; to refer
5,餐饮,cānyǐn,food and beverage; catering; repast
5,参与,cānyù,to participate (in sth)
5,藏,cáng,to conceal; to hide away; to harbor; to store; to collect
5,操作,cāozuò,to work; to operate; to manipulate
5,册,cè,book; booklet; classifier for books
5,测,cè,to survey; to measure; to conjecture
5,测试,cèshì,to test (machinery etc); to test (a person's skill in a particular area); a test; (computing) beta (version of software)
5,曾,céng,once; already; ever (in the past); former; previously; (past tense marker used before verb or clause)
5,插,chā,to insert; stick in; pierce; to take part in; to interfere; to interpose; old variant of 插
5,差别,chābié,difference; distinction; disparity
5,差距,chājù,gap; disparity; distance
5,叉子,chāzi,fork
5,拆,chāi,to tear open; to tear down; to tear apart; to open
5,产,chǎn,to give birth; to reproduce; to produce; product; resource; estate; property
5,产量,chǎnliàng,output
5,产业,chǎnyè,industry; estate; property; industrial
5,长处,chángchù,good aspects; strong points
5,长度,chángdù,length
5,长久,chángjiǔ,(for a) long time
5,长期,chángqī,long term; long time; long range (of a forecast)
5,常识,chángshí,common sense; general knowledge
5,尝试,chángshì,to try; to attempt
5,长途,chángtú,long distance
5,长远,chángyuǎn,long-term; long-range
5,场所,chǎngsuǒ,location; place
5,超,chāo,to exceed; to overtake; to surpass; to transcend; to pass; to cross; ultra-; super-
5,超出,chāochū,exceed; overstep; overstep the mark
5,超级,chāojí,super-; ultra-; hyper-
5,朝,cháo,abbr. for 朝鲜 Korea; imperial or royal court; government; dynasty; reign of a sovereign or emperor; court or assembly held by a sovereign or emperor; to make a pilgrimage to; facing; towards
5,吵,chǎo,to quarrel; to make a noise; noisy; to disturb by making a noise
5,炒,chǎo,to sauté; to stir-fry; to speculate; to hype; to fire (sb)
5,车祸,chēhuò,traffic accident;
5,车库,chēkù,garage
5,车主,chēzhǔ,vehicle owner
5,彻底,chèdǐ,thorough; thoroughly; complete
5,沉,chén,to submerge; to immerse; to sink; to keep down; to lower; to drop; deep; profound; heavy
5,沉默,chénmò,taciturn; uncommunicative; silent
5,称,chēng,to weigh; to state; to name; name; appellation; to praise
5,称,chēng,to weigh; to state; to name; name; appellation; to praise
5,称为,chēngwéi,"to be called; to be known as; to call it ""..."""
5,称赞,chēngzàn,to praise; to acclaim; to commend; to compliment
5,成本,chéngběn,"(manufacturing, production etc) costs"
5,承担,chéngdān,to undertake; to assume (responsibility etc)
5,成分,chéngfèn,composition; ingredient; element; component; one's social status
5,成果,chéngguǒ,result; achievement; gain; profit
5,成就,chéngjiù,achievement; success
5,成立,chénglì,to establish; to set up; to be tenable; to hold water
5,成年,chéngnián,to grow to adulthood; fully grown; adult; the whole year
5,城区,chéngqū,city district; urban area
5,成人,chéngrén,adult
5,承受,chéngshòu,to bear; to support; to inherit
5,成熟,chéngshú,mature; ripe; to mature; to ripen; Taiwan pr. [chéng shóu]
5,乘务员,chéngwùyuán,"attendant on an airplane, train, boat etc"
5,程序,chéngxù,procedures; sequence; order; computer program
5,成员,chéngyuán,member
5,橙子,chéngzi,orange
5,池,chí,pond;reservior
5,持续,chíxù,to continue; to persist; to last; sustainable; preservation
5,尺子,chǐzi,ruler (measuring instrument)
5,翅膀,chìbǎng,wing
5,冲,chōng,rinse
5,充电,chōngdiàn,to recharge (a battery); (fig.) to recharge one's batteries (through leisure); to update one's skills and knowledge
5,充满,chōngmǎn,full of; brimming with; very full; permeated
5,充值,chōngzhí,to charge (a mobile phone, etc.); to charge (a prepaid card etc); to top up; to add money/credit
5,充足,chōngzú,adequate; sufficient; abundant
5,重复,chóngfù,repeat; duplicate; to repeat; to duplicate; again
5,虫子,chóngzi,insect; bug; worm
5,丑,chǒu,"surname Chou; clown; 2nd earthly branch: 1-3 a.m., 12th solar month (6th January to 3rd February), year of the Ox; ancient Chinese compass point: 30°; shameful; ugly; disgraceful"
5,臭,chòu,stench; smelly; to smell (bad); repulsive; loathsome; terrible; bad; severely; ruthlessly; dud (ammunition)
5,初,chū,at first; (at the) beginning; first; junior; basic
5,出版,chūbǎn,to publish
5,初级,chūjí,junior; primary
5,初期,chūqī,initial stage; beginning period
5,出色,chūsè,remarkable; outstanding
5,出售,chūshòu,to sell; to offer for sale; to put on the market
5,出席,chūxí,to attend; to participate; present
5,出自,chūzì,to come from
5,处,chǔ,to reside; to live; to dwell; to be in; to be situated at; to stay; to get along with; to be in a position of; to deal with; to discipline; to punish
5,处理,chǔlǐ,to handle; to deal with; to punish; to treat sth by a special process; to process; to sell at reduced prices
5,处于,chǔyú,to be situated in; to be in (a certain state or position)
5,处,chù,"place; location; spot; point; office; department; bureau; respect; classifier for locations or items of damage: spot, point"
5,传,chuán,to pass on; to spread; to transmit; to infect; to transfer; to circulate; to conduct (electricity)
5,传播,chuánbō,to disseminate; to propagate; to spread
5,传递,chuándì,to transmit; to pass on to sb else; (math.) transitive
5,传统,chuántǒng,tradition; traditional; convention; conventional
5,窗台,chuāngtái,window sill; window ledge
5,床单,chuángdān,bed sheet
5,创新,chuàngxīn,to bring forth new ideas; to blaze new trails; innovation
5,创业,chuàngyè,to begin an undertaking; to start a major task; to initiate; to venture; venture; entrepreneurship
5,创造,chuàngzào,to create; to bring about; to produce; to set (a record)
5,创作,chuàngzuò,to create; to produce; to write; creative work; creation
5,词汇,cíhuì,variant of 词汇; vocabulary; list of words (e.g. for language teaching purposes); word
5,辞职,cízhí,to resign
5,此后,cǐhòu,after this; afterwards; hereafter
5,此前,cǐqián,before this; before then; previously
5,此时,cǐshí,this moment; now; at this point
5,刺激,cìjī,to provoke; to irritate; to upset; to stimulate; to excite; irritant
5,从而,cóng’ér,thus; thereby
5,从前,cóngqián,previously; formerly; once upon a time
5,从事,cóngshì,to go for; to engage in; to undertake; to deal with; to handle; to do
5,促进,cùjìn,to promote; to advance; to accelerate; to facilitate
5,促使,cùshǐ,to induce; to promote; to urge; to impel; to bring about; to provoke; to drive (sb to do sth); to catalyze; to actuate; to contribute to (some development)
5,存放,cúnfàng,to deposit; to store; to leave in sb's care
5,存款,cúnkuǎn,to deposit money (in a bank etc); bank savings; bank deposit
5,存在,cúnzài,to exist; to be; existence
5,措施,cuòshī,measure; step
5,达成,dáchéng,to reach (an agreement); to accomplish
5,打扮,dǎban,to decorate; to dress; to make up; to adorn; manner of dressing; style of dress
5,打包,dǎbāo,to wrap; to pack; to put leftovers in a doggy bag for take-out; (computing) to package (i.e. create an archive file)
5,打断,dǎduàn,to interrupt; to break off; to break (a bone)
5,打破,dǎpò,to break; to smash
5,打听,dǎting,to ask about; to make some inquiries; to ask around
5,大多,dàduō,for the most part; many; most; the greater part; mostly
5,大会,dàhuì,general assembly; general meeting; convention
5,大力,dàlì,great strength; powerful; with all one's might
5,大妈,dàmā,father's elder brother's wife; aunt (affectionate term for an elderly woman)
5,大米,dàmǐ,(husked) rice
5,大脑,dànǎo,brain; cerebrum
5,大批,dàpī,large quantities of
5,大事,dàshì,major event; major political event (war or change of regime); major social event (wedding or funeral); (do sth) in a big way
5,大象,dàxiàng,elephant
5,大型,dàxíng,large; large-scale
5,大爷,dàye,(coll.) father's older brother; uncle; term of respect for older man
5,大于,dàyú,greater than; bigger than; more than
5,大众,dàzhòng,"Volkswagen (automobile manufacturer); the masses; the great bulk of the population; popular (of music, science etc)"
5,代,dài,to substitute; to act on behalf of others; to replace; generation; dynasty; age; period; (historical) era; (geological) eon
5,代表,dàibiǎo,representative; delegate; to represent; to stand for; on behalf of; in the name of
5,带动,dàidòng,to spur; to provide impetus; to drive
5,代替,dàitì,to replace; to take the place of
5,待遇,dàiyù,treatment; pay; salary; status; rank
5,単,dān,single; only; sole
5,单独,dāndú,alone; by oneself; on one's own
5,单一,dānyī,single; only; sole
5,单元,dānyuán,unit (forming an entity); element; (in a residential building) entrance or staircase
5,胆小,dǎnxiǎo,cowardice; timid
5,淡,dàn,light (color); pale; thin; weak; insipid; tasteless; to salt; to air; to let dry in the air; to dry (eggs, meat etc); to parboil; to wash; to rinse; leisurely; unhurried; to apply (seasoning)
5,当地,dāngdì,local
5,当中,dāngzhōng,among; in the middle; in the center
5,挡,dǎng,to resist; to obstruct; to hinder; to keep off; to block (a blow); to get in the way of; cover; gear (e.g. in a car's transmission); variant of 挡
5,当,dàng,at or in the very same...; suitable; adequate; fitting; proper; to replace; to regard as; to think; to pawn; (coll.) to fail (a student)
5,当成,dàngchéng,to consider as; to take to be
5,当作,dàngzuò,to treat as; to regard as
5,倒,dǎo,to fall; to collapse; to lie horizontally; to fail; to go bankrupt; to overthrow; to change (trains or buses); to move around; to resell at a profit
5,导演,dǎoyǎn,to direct; director (film etc)
5,导致,dǎozhì,to lead to; to create; to cause; to bring about
5,到达,dàodá,to reach; to arrive
5,道理,dàolǐ,reason; argument; sense; principle; basis; justification
5,登,dēng,to scale (a height); to ascend; to mount; to publish or record; to enter (e.g. in a register); to press down with the foot; to step or tread on; to put on (shoes or trousers) (dialect); to be gathered and taken to the threshing ground (old)
5,灯光,dēngguāng,(stage) lighting; light
5,登记,dēngjì,to register
5,登录,dēnglù,to register; to log in
5,等待,děngdài,to wait; to wait for
5,等候,děnghòu,to wait; to wait for
5,等于,děngyú,to equal; to be tantamount to
5,的确,díquè,really; indeed
5,敌人,dírén,enemy
5,递,dì,to hand over; to pass on; to deliver; (bound form) progressively; in the proper order
5,地理,dìlǐ,geography
5,地面,dìmiàn,floor; ground; surface
5,地区,dìqū,"local; regional; district (not necessarily formal administrative unit); region; area; as suffix to city name, means prefecture or county (area administered by a prefecture-level city or, county-level city)"
5,地位,dìwèi,position; status; place
5,地下,dìxià,underground; subterranean; covert
5,地震,dìzhèn,earthquake
5,点心,diǎnxin,light refreshments; pastry; dim sum (in Cantonese cooking); dessert
5,点赞,diǎnzàn,to like (an online post);
5,际电池,diànchí,battery (electric)
5,电动,diàndòng,electric-powered; (Tw) video game
5,电商,diànshāng,e-commerce; online shopping; electronic commerce
5,电视台,diànshìtái,television station
5,电子版,diànzǐbǎn,electronic edition; digital version
5,调,diào,to mix; to adjust; to tune; tone; tone of voice; pitch (of a melody)
5,调研,diàoyán,to investigate and research; research; investigation
5,冻,dòng,to freeze; to feel very cold; aspic or jelly
5,洞,dòng,cave; hole; zero (unambiguous spoken form when spelling out numbers)
5,动画,dònghuà,animation; cartoon
5,动人,dòngrén,touching; moving
5,动手,dòngshǒu,to set about (a task); to hit; to punch; to touch
5,豆腐,dòufu,tofu; bean curd
5,豆浆,dòujiāng,soy milk
5,独立,dúlì,independent; independence; to stand alone
5,独特,dútè,unique; distinctive
5,读音,dúyīn,pronunciation; literary (rather than colloquial) pronunciation of a Chinese character
5,堵,dǔ,"to block up (a road, pipe etc); to stop up (a hole); (fig.) (of a person) choked up with anxiety or stress; wall (literary); (classifier for walls)"
5,度,dù,"to pass; to spend (time); measure; limit; extent; degree of intensity; degree (angles, temperature etc); kilowatt-hour; classifier for events and occurrences"
5,短处,duǎnchù,shortcoming; weakness
5,短期,duǎnqī,short term; short-term
5,断,duàn,to break; to snap; to cut off; to give up or abstain from sth; to judge; (usu. used in the negative) absolutely; definitely; decidedly
5,堆,duī,to pile up; to heap up; a mass; pile; heap; stack; large amount
5,对比,duìbǐ,to contrast; contrast; ratio
5,对手,duìshǒu,opponent; rival; competitor; (well-matched) adversary; match
5,队伍,duìwu,ranks; troops; queue; line; procession
5,对象,duìxiàng,target; object; partner; boyfriend; girlfriend
5,吨,dūn,ton (loanword); Taiwan pr. [dùn]
5,朵,duǒ,"flower; earlobe; fig. item on both sides; classifier for flowers, clouds etc; variant of 朵"
5,躲,duǒ,to hide; to dodge; to avoid
5,儿女,érnǚ,children; sons and daughters; a young man and a young woman (in love)
5,二手,èrshǒu,"indirectly acquired; second-hand (information, equipment etc); assistant"
5,二维码,èrwéimǎ,two-dimensional barcode; QR code
5,发表,fābiǎo,to issue; to publish
5,发布,fābù,to release; to issue; to announce; to distribute; also written 发布
5,发达,fādá,developed (country etc); advanced; developed (e.g. economy); to grow; to develop; to expand; to flourish
5,发挥,fāhuī,to display; to exhibit; to bring out implicit or innate qualities; to express (a thought or moral); to develop (an idea); to elaborate (on a theme)
5,发起,fāqǐ,"to originate; to initiate; to launch (an attack, an initiative etc); to start; to propose sth (for the first time)"
5,发言,fāyán,to make a speech; statement; utterance
5,发音,fāyīn,to pronounce; pronunciation
5,罚,fá,to punish; to penalize; to fine; punishment; penalty; fine (monetary)
5,罚款,fákuǎn,to fine; penalty; fine (monetary)
5,番茄,fānqié,tomato
5,繁荣,fánróng,prosperous; booming (economy)
5,反,fǎn,contrary; in reverse; inside out or upside down; to reverse; to return; to oppose; opposite; against; anti-; to rebel; to use analogy; instead; abbr. for 切 phonetic system
5,反而,fǎn’ér,on the contrary; instead
5,反复,fǎnfù,variant of 反复; repeatedly; over and over; to upend; unstable; to come and go; (of an illness) to return
5,返回,fǎnhuí,to return to; to come (or go) back
5,反应,fǎnyìng,to react; to respond; reaction; response; reply; chemical reaction
5,反映,fǎnyìng,to mirror; to reflect; mirror image; reflection; (fig.) to report; to make known; to render
5,反正,fǎnzhèng,anyway; in any case; to come over from the enemy's side
5,范围,fànwéi,range; scope; limit; extent
5,方案,fāng’àn,plan; program (for action etc); proposal; proposed bill
5,防,fáng,to protect; to defend; to guard against; to prevent
5,房屋,fángwū,house; building
5,防止,fángzhǐ,to prevent; to guard against; to take precautions
5,仿佛,fǎngfú,variant of 仿佛; to seem; as if; alike; similar
5,访问,fǎngwèn,to visit; to call on; to interview
5,飞行,fēixíng,(of planes etc) to fly; flying; flight; aviation
5,非洲,Fēizhōu,Africa
5,分别,fēnbié,to part; to leave each other; to distinguish; to tell apart; difference; distinction; in different ways; differently; separately; individually
5,分布,fēnbù,"to scatter; to distribute; to be distributed (over an area etc); (statistical, geographic) distribution"
5,纷纷,fēnfēn,one after another; in succession; one by one; continuously; diverse; in profusion; numerous and confused; pell-mell
5,分类,fēnlèi,to classify
5,分离,fēnlí,to separate
5,分配,fēnpèi,to distribute; to assign; to allocate; to partition (a hard drive)
5,分手,fēnshǒu,to part company; to split up; to break up
5,分析,fēnxī,to analyze; analysis
5,分享,fēnxiǎng,to share (let others have some of sth good)
5,奋斗,fèndòu,to strive; to struggle
5,风格,fēnggé,style
5,风俗,fēngsú,social custom
5,风险,fēngxiǎn,risk; hazard
5,否定,fǒudìng,to negate; to deny; to reject; negative (answer); negation
5,否认,fǒurèn,to deny; to disavow; to repudiate
5,夫妇,fūfù,a (married) couple; husband and wife
5,服装,fúzhuāng,dress; clothing; costume; clothes
5,副,fù,"secondary; auxiliary; deputy; assistant; vice-; abbr. for 副词 adverb; classifier for pairs, sets of things & facial expressions"
5,富,fù,surname Fu; rich; abundant; wealthy
5,付出,fùchū,to pay; to expend; to invest (energy or time)
5,负担,fùdān,"to bear (an expense, a responsibility etc); burden"
5,妇女,fùnǚ,woman
5,富有,fùyǒu,rich; wealthy; affluent; to be rich in; to be replete with
5,复制,fùzhì,to duplicate; to make a copy of; to copy; to reproduce; to clone
5,改革,gǎigé,reform; to reform
5,改进,gǎijìn,to improve; to make better; improvement
5,改天,gǎitiān,another day
5,改正,gǎizhèng,to correct; to amend; to put right; correction
5,盖,gài,to cover; lid; top; to build; to erect; to found; to cover (with sth); to spread over
5,概括,gàikuò,to summarize; to generalize; briefly; in broad outline
5,概念,gàiniàn,concept; idea
5,敢于,gǎnyú,to have the courage to do sth; to dare to; bold in
5,刚好,gānghǎo,just; exactly; to happen to be
5,高档,gāodàng,superior quality; high grade; top grade
5,高度,gāodù,height; altitude; elevation; high degree; highly
5,高级,gāojí,high level; high grade; advanced; high-ranking
5,高科技,gāokējì,high tech; high technology
5,高效,gāoxiào,efficient; highly effective
5,搞,gǎo,to do; to make; to go in for; to set up; to get hold of; to take care of
5,告别,gàobié,to leave; to part from; to bid farewell to; to say goodbye to
5,歌词,gēcí,song lyric; lyrics
5,歌曲,gēqǔ,song
5,隔,gé,to separate; to partition; to stand or lie between; at a distance from; after or at an interval of
5,格外,géwài,especially; particularly
5,个别,gèbié,individual; isolated; particular
5,个性,gèxìng,individuality; personality
5,各自,gèzì,each; respective; apiece
5,根,gēn,"root; basis; classifier for long slender objects, e.g. cigarettes, guitar strings; radical (chemistry)"
5,根本,gēnběn,root; source; fundamental; basic; radical; (not) at all
5,更换,gēnghuàn,to replace (a worn-out tire etc); to change (one's address etc)
5,工程,gōngchéng,engineering; an engineering project; project; undertaking
5,工程师,gōngchéngshī,engineer
5,工具,gōngjù,tool; instrument; utensil; means (to achieve a goal etc)
5,功能,gōngnéng,function; capability
5,公平,gōngpíng,fair; impartial
5,公务员,gōngwùyuán,functionary; office-bearer
5,恭喜,gōngxǐ,to congratulate; (interj.) congratulations!
5,工业,gōngyè,industry
5,工艺,gōngyì,arts and crafts; industrial arts
5,公寓,gōngyù,apartment building; block of flats
5,共享,gòngxiǎng,to share; to enjoy together
5,沟通,gōutōng,to join; to connect; to link up; to communicate
5,构成,gòuchéng,to form; to constitute; to make up; to compose; constitution; composition
5,古,gǔ,surname Gu; ancient; old; paleo-
5,鼓,gǔ,old variant of 鼓; drum; to drum; to strike; to rouse; to bulge; to swell
5,古代,gǔdài,ancient times
5,古老,gǔlǎo,ancient; old; age-old
5,固定,gùdìng,to fix; to fasten; to set rigidly in place; fixed; set; regular
5,故乡,gùxiāng,home; homeland; native place
5,挂号,guàhào,to register (at a hospital etc); to send by registered mail
5,怪,guài,bewildering; odd; strange; uncanny; devil; monster; to wonder at; to blame; quite; rather; variant of 怪
5,关闭,guānbì,"to close; to shut (a window etc); (of a shop, school etc) to shut down"
5,观察,guānchá,to observe; to watch; to survey
5,观点,guāndiǎn,point of view; viewpoint; standpoint
5,观念,guānniàn,notion; thought; concept; sense; views; ideology; general impressions
5,冠军,guànjūn,champion
5,光临,guānglín,(formal) to honor with one's presence; to attend
5,光明,guāngmíng,light; radiance; (fig.) bright (prospects etc); openhearted
5,光线,guāngxiàn,light (rays); ray of light; beam
5,广,guǎng,surname Guang; wide; numerous; to spread
5,广大,guǎngdà,(of an area) vast or extensive; large-scale; widespread; (of people) numerous
5,广泛,guǎngfàn,extensive; wide range
5,规律,guīlǜ,rule (e.g. of science); law of behavior; regular pattern; rhythm; discipline
5,规模,guīmó,scale; scope; extent; dimension; scope
5,规则,guīzé,rule; regulation; rules and regulations
5,滚,gǔn,to boil; to roll; to take a hike; Get lost!
5,锅,guō,pot; pan; wok; cauldron; pot-shaped thing
5,国画,guóhuà,traditional Chinese painting
5,国庆,guóqìng,National Day
5,果然,guǒrán,really; sure enough; as expected; if indeed
5,果实,guǒshí,fruit (produced by a plant); (fig.) fruits (of success etc); results; gains
5,过度,guòdù,excessive; over-; excess; going too far; extravagant; intemperate; overdue
5,过分,guòfèn,excessive; undue; overly
5,过敏,guòmǐn,oversensitive; allergic; allergy
5,过期,guòqī,to be overdue; to exceed the time limit; to expire (as in expiration date)
5,哈,hā,"abbr. for 哈萨克斯坦, Kazakhstan; abbr. for 哈尔滨, Harbin; (interj.) ha!; (onom. for laughter); (slang) to be infatuated with; to adore; abbr. for 奇, husky (dog)"
5,海关,hǎiguān,customs (i.e. border crossing inspection)
5,海外,hǎiwài,overseas; abroad
5,海鲜,hǎixiān,seafood
5,含,hán,to keep in the mouth; to contain
5,含量,hánliàng,content; quantity contained
5,含有,hányǒu,to contain; including
5,行,háng,"row; line; commercial firm; line of business; profession; to rank (first, second etc) among one's siblings (by age); (in data tables) row; (Tw) column"
5,行业,hángyè,trade; profession; industry; business
5,好评,hǎopíng,favorable criticism; positive evaluation
5,好运,hǎoyùn,good luck
5,好转,hǎozhuǎn,to improve; to take a turn for the better; improvement
5,好,hào,to be fond of; to have a tendency to; to be prone to
5,好奇,hàoqí,inquisitive; curious; inquisitiveness; curiosity
5,合,hé,to close; to join; to fit; to be equal to; whole; together; round (in battle); conjunction (astronomy); 1st note of pentatonic scale; old variant of 盒; variant of 合
5,合法,héfǎ,lawful; legitimate; legal
5,盒饭,héfàn,meal in a partitioned box
5,合理,hélǐ,rational; reasonable; sensible; fair
5,河流,héliú,river
5,合同,hétóng,(business) contract
5,合作,hézuò,to cooperate; to collaborate; to work together; cooperation
5,黑,hēi,abbr. for Heilongjiang province 黑龙江; black; dark; sinister; secret; shady; illegal; to hide (sth) away; to vilify; (loanword) to hack (computing)
5,红,hóng,surname Hong; red; popular; revolutionary; bonus
5,猴子,hóuzi,monkey
5,厚度,hòudù,thickness
5,呼吸,hūxī,to breathe
5,湖,hú,lake
5,蝴蝶,húdié,butterfly
5,胡同,hútòng,lane; alley; variant of 同
5,互动,hùdòng,to interact; interactive
5,户外,hùwài,outdoor
5,花费,huāfèi,expense; cost; to spend (time or money); expenditure
5,滑,huá,surname Hua; to slip; to slide; slippery; smooth; sly; slippery; not to be trusted
5,划,huá,to row; to paddle; profitable; worth (the effort); it pays (to do sth); to cut; to slash; to scratch (cut into the surface of sth); to strike (a match)
5,化,huà,to make into; to change into; -ization; to ... -ize; to transform; abbr. for 化学
5,画面,huàmiàn,scene; tableau; picture; image; screen (displayed by a computer); (motion picture) frame; field of view
5,话题,huàtí,subject (of a talk or conversation); topic
5,化学,huàxué,chemistry
5,环节,huánjié,"(zoology) segment (of the body of a worm, centipede etc); (fig.) a part of an integrated whole: aspect (of a project), element (of a policy), sector (of the economy), stage (of a process) etc"
5,缓解,huǎnjiě,to bring relief; to alleviate (a crisis); to dull (a pain)
5,缓慢,huǎnmàn,slow
5,黄瓜,huángguā,cucumber
5,灰,huī,ash; dust; lime; gray; discouraged; dejected
5,挥,huī,to wave; to brandish; to command; to conduct; to scatter; to disperse
5,恢复,huīfù,to reinstate; to resume; to restore; to recover; to regain; to rehabilitate
5,灰色,huīsè,gray; ash gray; grizzly; pessimistic; gloomy; dispirited; ambiguous
5,回收,huíshōu,to recycle; to reclaim; to retrieve; to recover; to recall (a defective product)
5,汇率,huìlǜ,exchange rate
5,婚礼,hūnlǐ,wedding ceremony; wedding
5,伙,huǒ,meals (abbr. for 食); variant of 伙; companion; partner; group; classifier for groups of people; to combine; together
5,伙伴,huǒbàn,partner; companion; comrade
5,火锅,huǒguō,hotpot
5,或是,huòshì,or; either one or the other
5,货物,huòwù,goods; commodity; freight; cargo
5,或许,huòxǔ,perhaps; maybe
5,激烈,jīliè,(of competition or fighting) intense; fierce; (of pain) acute; (of an expression of opinion) impassioned; vehement; (of a course of action) drastic; extreme
5,机器,jīqì,machine
5,机器人,jīqìrén,robot; android
5,肌肉,jīròu,muscle
5,及,jí,and; to reach; up to; in time for
5,疾病,jíbìng,disease; sickness; ailment
5,及格,jígé,to pass an exam or a test; to meet a minimum standard
5,集合,jíhé,to gather; to assemble; (math.) set
5,即将,jíjiāng,on the eve of; to be about to; to be on the verge of
5,急忙,jímáng,hastily
